id,name,lat,lng
4aa53e646bf84faca9a76c020b0682de,Witting-Renner,59.33265972650577,18.06061237898499
6c071e36fe5549fe804fc39e676c438d,Lang and Sons,59.338298666466834,18.11972347031265
d15e1070fbd64399b0ec716ab7e23cd8,Batz-Johnston,59.3313717521414,18.06589875450754
34a7df41822c436aa6f3b88e13818049,Abbott-Wintheiser,59.35386968888199,18.042033505566692
cf6e4ae901904a9f9a74e447b90d474a,Stiedemann Inc,59.338431995451266,18.008987902163746
d7ec3b89d587473092432be55856fffc,Balistreri-Yost,59.2943220422752,18.05274843569039
8167cc421d184c0da948fee4ade3c6bb,"Huels, Hackett and Christiansen",59.38292568270129,18.07971615954289
017a10fae01a44a2976a87eaacdf8c2d,Schimmel PLC,59.31251683187648,18.046005678023132
58d2af42c3e44a5495cf719e620c0fd4,Hills Ltd,59.37438242321004,18.169459362716914
cc0b3a06381b43df8064f179adc60978,"Rempel, Orn and Graham",59.33876757170859,18.042763891346006
ac69bcc197894e01bd9f9f6995fc891f,Effertz-Howell,59.36716393488899,18.15592735214583
293c915f73a74158a5ff047ae88ea3da,"Bartoletti, O'Kon and Hills",59.3179999020645,18.083320611794303
31e567f3e02a42bab3c8b25242c0004b,Farrell Group,59.35125988160189,18.039358722269583
bd8e0c56ca6e42439d299c0ae21c3952,"Yost, Streich and Johns",59.372093208190584,18.027328406344534
ae7882d8db7f4a829ef186cd712044c7,"Haley, Vandervort and Herzog",59.32757524778415,18.0947821641299
09b1aff21ea64569b7a4c191513f7daf,"Heathcote, Auer and Kuhic",59.32518687307318,18.03058439696011
d898b98cdb5e4f478c4875e222ae0e74,"Kohler, McLaughlin and Legros",59.31726884239546,18.072564855073875
3cbf2d6eb52649fea20a53d01c84af3c,"Green, Upton and Gleason",59.34189100245581,18.065571502094194
6ba0f96e120347aebe4f05c588a22317,Rau Group,59.338151922808386,18.08140873575022
27372dcf1e4a4b03aa5dc053982e49e7,Robel-Bradtke,59.353478631322695,18.102680328815303
188e1c03631d45b69c073785849305fb,Hermiston-Stoltenberg,59.37945491303129,18.04081630862
3512a86cc7814541accf5955d26b8904,"Ruecker, Langworth and Kirlin",59.2779719959262,18.049117820869604
2e99c7f6375e41a19410adb9ad1cde8c,"Walker, Parker and Gorczany",59.35634910939196,18.106786586709767
2c0f483473a54707bfcb6bb156aa7fb0,Beier-Mante,59.332275077103,18.033129318827683
a70b532cfbe94cc1b7b6f4d493d370cf,"Upton, Feeney and VonRueden",59.323787248205015,18.12131951256056
5932e59ecfbe4dc9964e207cf0bd3a3e,Lynch and Sons,59.27059955457482,18.05603002228086
30940532b89c4858a66f78dbdbfd050b,Grimes Ltd,59.326568009297624,18.08207130998228
b625b86a917241d8830f424da40c39bd,"Oberbrunner, O'Kon and Jacobson",59.331770082887154,18.06529045536131
d877395efd0f4c909166a8eab3fe1318,Gislason-Gerhold,59.31691482191689,18.064592722600324
9a019e1b4bdc405381a39c45286759ff,Sipes-Jast,59.34137474777415,18.05755347817154
ee71ad9ced5d4d4caed6d0852339a1a7,"Osinski, Runte and Lynch",59.330938852372654,17.99016400865118
3c8cd5c7a0f34db0a2b6c0dd4e0dd4a6,"Jacobi, Baumbach and Schaefer",59.37964472873682,18.050231633235594
65c9cbd0546b4f528ddb26d22d5b14dc,Green-Flatley,59.33180805313995,18.055173777798505
